id,date,stadium,season,tournament,round,home_team,away_team
1150295,2024-03-02 23:00:00+00:00,Estadio Nemesio Diez,2023,Clausura,10,Toluca,Tigres UANL
293472,2020-02-22 01:00:00+00:00,Estadio Jalisco,2019,Clausura,7,Atlas,Pachuca
652905,2021-03-20 23:00:00+00:00,Estadio Alfonso Lastras Ramirez,2020,Clausura,12,Atletico San Luis,U.N.A.M. - Pumas
1206123,2024-10-27 01:00:00+00:00,Estadio Olimpico Universitario,2024,Apertura,14,U.N.A.M. - Pumas,Cruz Azul
816350,2022-01-22 23:00:00+00:00,Estadio AKRON,2021,Clausura,3,Guadalajara Chivas,Club Queretaro
143702,2017-03-19 03:00:00+00:00,Estadio Victoria,2016,Clausura,11,Necaxa,Jaguares de Chiapas
120186,2019-01-13 03:00:00+00:00,Estadio Victoria,2018,Clausura,2,Necaxa,U.N.A.M. - Pumas
143288,2018-01-14 03:06:00+00:00,Estadio AKRON (Zapopan),2017,Clausura,2,Guadalajara Chivas,Cruz Azul
864131,2022-07-27 00:00:00+00:00,Estadio BBVA,2022,Apertura,5,Monterrey,Puebla
120232,2019-02-17 03:00:00+00:00,Estadio Akron,2018,Clausura,7,Guadalajara Chivas,Atlas
293506,2020-03-16 00:00:00+00:00,Estadio Nuevo Corona,2019,Clausura,10,Santos Laguna,Necaxa
120258,2019-03-10 03:00:00+00:00,Estadio Victoria,2018,Clausura,10,Necaxa,Toluca
816453,2022-04-17 02:00:00+00:00,Estadio Azteca,2021,Clausura,14,Cruz Azul,Guadalajara Chivas
143311,2018-02-03 23:00:00+00:00,Estadio La Corregidora (Santiago de Queretaro),2017,Clausura,5,Club Queretaro,Veracruz
569766,2020-09-25 02:00:00+00:00,Estadio Hidalgo,2020,Apertura,12,Pachuca,Toluca
120419,2018-09-30 02:00:00+00:00,Estadio Victoria,2018,Apertura,11,Necaxa,Santos Laguna
169093,2019-08-04 00:00:00+00:00,Estadio Hidalgo,2019,Apertura,3,Pachuca,Monarcas
1197970,2024-05-13 03:10:00+00:00,Estadio BBVA,2023,Clausura,Quarter-finals,Monterrey,Tigres UANL
721768,2021-08-22 00:00:00+00:00,Estadio Leon,2021,Apertura,6,Leon,Santos Laguna
1031291,2023-09-21 02:06:00+00:00,Estadio Corregidora,2023,Apertura,2,Club Queretaro,Club America
143576,2017-11-19 03:00:00+00:00,Estadio Victoria,2017,Apertura,17,Necaxa,Monarcas
143389,2018-04-01 23:30:00+00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,13,Veracruz,Club Tijuana
721820,2021-11-05 01:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,11,U.N.A.M. - Pumas,Santos Laguna
1150317,2024-03-17 23:00:00+00:00,Estadio Jalisco,2023,Clausura,12,Atlas,Monterrey
864205,2022-09-07 02:05:00+00:00,Estadio Azteca,2022,Apertura,13,Club America,Atletico San Luis
1031348,2023-09-24 01:00:00+00:00,Estadio Leon,2023,Apertura,9,Leon,Club Tijuana
143367,2018-03-10 23:00:00+00:00,Estadio La Corregidora (Santiago de Queretaro),2017,Clausura,11,Club Queretaro,Necaxa
143692,2017-04-13 00:30:00+00:00,Estadio TSM Corona,2016,Clausura,10,Santos Laguna,Monterrey
864232,2022-08-24 02:05:00+00:00,Estadio La Corregidora,2022,Apertura,16,Club Queretaro,Club America
293449,2020-02-01 23:00:00+00:00,Estadio BBVA Bancomer,2019,Clausura,4,Monterrey,Club Queretaro
721794,2021-09-17 00:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,9,Atletico San Luis,Club Tijuana
143370,2018-03-11 18:00:00+00:00,Estadio Olimpico de Universitario (Ciudad de Mexico (D.F.)),2017,Clausura,11,U.N.A.M. - Pumas,Toluca
864104,2022-07-09 02:05:00+00:00,Estadio Cuauhtemoc,2022,Apertura,2,Puebla,Santos Laguna
974418,2023-04-02 03:10:00+00:00,Estadio Jalisco,2022,Clausura,13,Atlas,Guadalajara Chivas
569701,2020-08-17 00:06:00+00:00,Estadio Nuevo Corona,2020,Apertura,5,Santos Laguna,Atlas
648846,2020-12-06 03:00:00+00:00,Estadio Leon,2020,Apertura,Semi-finals,Leon,Guadalajara Chivas
143501,2017-09-17 00:00:00+00:00,Estadio BBVA Bancomer,2017,Apertura,9,Monterrey,Atlas
143599,2016-11-24 01:30:00+00:00,Estadio Leon,2016,Apertura,Quarter-finals,Leon,Club Tijuana
143912,2016-11-21 00:00:00+00:00,Estadio Cuauhtemoc,2016,Apertura,17,Puebla,U.N.A.M. - Pumas
143826,2016-09-11 00:00:00+00:00,Estadio BBVA Bancomer,2016,Apertura,8,Monterrey,Club Tijuana
143308,2018-01-29 00:00:00+00:00,Estadio Luis de la Fuente (Veracruz),2017,Clausura,4,Veracruz,Santos Laguna
120279,2019-03-31 22:00:00+00:00,Estadio Universitario BUAP,2018,Clausura,12,Lobos Buap,Puebla
143253,2018-05-03 02:30:00+00:00,Estadio Caliente (Tijuana),2017,Clausura,Quarter-finals,Club Tijuana,Monterrey
815205,2021-12-10 03:00:00+00:00,Estadio Leon,2021,Apertura,Finals,Leon,Atlas
120387,2018-08-26 23:00:00+00:00,Estadio TSM Corona,2018,Apertura,7,Santos Laguna,Cruz Azul
816346,2022-02-17 01:00:00+00:00,Estadio de Mazatlan,2021,Clausura,2,Mazatlan,Club America
1142060,2023-11-24 03:10:00+00:00,Estadio Corona,2023,Apertura,Reclasificacion,Santos Laguna,Mazatlan
120169,2018-12-03 00:30:00+00:00,Estadio Azteca,2018,Apertura,Quarter-finals,Club America,Toluca
1206082,2024-09-23 01:10:00+00:00,Estadio Olimpico Benito Juarez,2024,Apertura,9,FC Juarez,Tigres UANL
1026494,2023-05-15 01:05:00+00:00,Estadio AKRON,2022,Clausura,Quarter-finals,Guadalajara Chivas,Atlas
1150214,2024-01-14 01:05:00+00:00,Estadio AKRON,2023,Clausura,1,Guadalajara Chivas,Santos Laguna
701896,2021-05-09 00:00:00+00:00,Estadio Jalisco,2020,Clausura,Reclasificacion,Atlas,Tigres UANL
861501,2022-05-15 01:05:00+00:00,Estadio Hidalgo,2021,Clausura,Quarter-finals,Pachuca,Atletico San Luis
143604,2016-11-28 02:06:00+00:00,Estadio Miguel Hidalgo,2016,Apertura,Quarter-finals,Pachuca,Necaxa
1206083,2024-09-23 01:05:00+00:00,Estadio Corona,2024,Apertura,9,Santos Laguna,Toluca
1206086,2024-09-28 02:00:00+00:00,Estadio Universitario (UANL),2024,Apertura,10,Tigres UANL,Leon
293435,2020-01-20 00:45:00+00:00,Estadio Nuevo Corona,2019,Clausura,2,Santos Laguna,Leon
1031289,2023-07-09 18:00:00+00:00,Estadio Olimpico Universitario,2023,Apertura,2,U.N.A.M. - Pumas,Mazatlan
143640,2017-01-29 18:00:00+00:00,Estadio Olimpico Universitario,2016,Clausura,4,U.N.A.M. - Pumas,Necaxa
652923,2021-04-11 00:00:00+00:00,Estadio Azteca,2020,Clausura,14,Cruz Azul,Guadalajara Chivas
143375,2018-03-18 01:00:00+00:00,Estadio BBVA Bancomer (Guadalupe),2017,Clausura,12,Monterrey,Club Queretaro
1150252,2024-02-04 01:05:00+00:00,Estadio Universitario,2023,Clausura,5,Tigres UANL,U.N.A.M. - Pumas
120249,2019-03-03 03:00:00+00:00,Estadio Akron,2018,Clausura,9,Guadalajara Chivas,Monterrey
120446,2018-10-28 01:00:00+00:00,Estadio Akron,2018,Apertura,14,Guadalajara Chivas,Monarcas
652837,2021-02-01 01:06:00+00:00,Estadio Nuevo Corona,2020,Clausura,4,Santos Laguna,Club America
143795,2016-08-07 23:00:00+00:00,Estadio Cuauhtemoc,2016,Apertura,4,Puebla,Santos Laguna
816364,2022-04-07 00:00:00+00:00,Estadio Nemesio Diez,2021,Clausura,4,Toluca,Monterrey
1206073,2024-09-19 03:00:00+00:00,Estadio BBVA,2024,Apertura,8,Monterrey,FC Juarez
293504,2020-03-15 03:00:00+00:00,Estadio AKRON,2019,Clausura,10,Guadalajara Chivas,Monterrey
860913,2022-05-08 22:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,Reclasificacion,Puebla,Mazatlan
569725,2020-09-05 02:30:00+00:00,Estadio Olimpico Benito Juarez,2020,Apertura,8,FC Juarez,Santos Laguna
143788,2016-08-07 00:00:00+00:00,Estadio Jose Maria Morelos y Pavon,2016,Apertura,4,Monarcas,Atlas
816472,2022-04-25 02:06:00+00:00,Estadio Caliente,2021,Clausura,16,Club Tijuana,Club Queretaro
143419,2018-04-28 22:00:00+00:00,Estadio Universitario BUAP (Puebla),2017,Clausura,17,Lobos Buap,Puebla
963835,2022-10-09 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2022,Apertura,Reclasificacion,Tigres UANL,Necaxa
143895,2016-11-05 03:00:00+00:00,Estadio Caliente,2016,Apertura,16,Club Tijuana,Tigres UANL
1150274,2024-02-24 01:00:00+00:00,Estadio Cuauhtemoc,2023,Clausura,8,Puebla,Club Queretaro
143541,2017-10-15 02:06:00+00:00,Estadio Akron,2017,Apertura,13,Guadalajara Chivas,Monarcas
721743,2021-08-07 02:06:00+00:00,Estadio Caliente,2021,Apertura,3,Club Tijuana,Toluca
652820,2021-01-19 03:00:00+00:00,Estadio Leon,2020,Clausura,2,Leon,Pachuca
816374,2022-02-19 01:00:00+00:00,Estadio Cuauhtemoc,2021,Clausura,6,Puebla,Monterrey
1031414,2023-11-11 01:06:00+00:00,Estadio El Encanto,2023,Apertura,17,Mazatlan,Toluca
1150258,2024-02-10 23:00:00+00:00,Estadio Victoria,2023,Clausura,6,Necaxa,Toluca
569776,2020-10-16 02:00:00+00:00,Estadio Alfonso Lastras Ramirez,2020,Apertura,14,Atletico San Luis,Club Queretaro
569755,2020-09-20 17:00:00+00:00,Estadio Nemesio Diez,2020,Apertura,11,Toluca,Santos Laguna
1150211,2024-01-13 01:00:00+00:00,Estadio Corregidora,2023,Clausura,1,Club Queretaro,Toluca
1150331,2024-04-07 01:05:00+00:00,Estadio AKRON,2023,Clausura,14,Guadalajara Chivas,Puebla
120286,2019-04-07 03:06:00+00:00,Estadio Caliente,2018,Clausura,13,Club Tijuana,Club America
143404,2018-04-15 01:30:00+00:00,Estadio Generalisimo Jose Maria Morelos y Pavon (Morelia),2017,Clausura,15,Monarcas,Toluca
861504,2022-05-13 00:00:00+00:00,Estadio Azteca,2021,Clausura,Quarter-finals,Cruz Azul,Tigres UANL
169132,2019-08-30 00:00:00+00:00,Estadio Cuauhtemoc,2019,Apertura,7,Puebla,FC Juarez
569785,2020-10-24 00:30:00+00:00,Estadio Cuauhtemoc,2020,Apertura,15,Puebla,Leon
143602,2016-11-27 01:00:00+00:00,Estadio Universitario (UANL),2016,Apertura,Quarter-finals,Tigres UANL,U.N.A.M. - Pumas
864206,2022-09-08 00:00:00+00:00,Estadio Cuauhtemoc,2022,Apertura,13,Puebla,Pachuca
721780,2021-08-29 02:00:00+00:00,Estadio Leon,2021,Apertura,7,Leon,Club America
143876,2016-10-16 23:00:00+00:00,Estadio Cuauhtemoc,2016,Apertura,13,Puebla,Guadalajara Chivas
169175,2019-09-29 02:05:00+00:00,Estadio Azteca,2019,Apertura,12,Club America,Guadalajara Chivas
569716,2020-08-30 00:00:00+00:00,Estadio Alfonso Lastras Ramirez,2020,Apertura,7,Atletico San Luis,Club America
1206112,2024-10-23 01:00:00+00:00,Estadio Corona,2024,Apertura,13,Santos Laguna,Pachuca
721870,2021-11-07 01:00:00+00:00,Estadio Azteca,2021,Apertura,17,Club America,Monterrey
864208,2022-09-08 02:05:00+00:00,Estadio Olimpico de Universitario,2022,Apertura,13,U.N.A.M. - Pumas,Club Queretaro
1150355,2024-04-27 01:00:00+00:00,Estadio Cuauhtemoc,2023,Clausura,17,Puebla,Club America
143846,2016-09-22 00:30:00+00:00,Estadio Leon,2016,Apertura,10,Leon,Jaguares de Chiapas
143807,2016-08-21 00:00:00+00:00,Estadio Universitario (UANL),2016,Apertura,6,Tigres UANL,Pachuca
143721,2017-04-09 02:06:00+00:00,Estadio Akron,2016,Clausura,13,Guadalajara Chivas,Puebla
1150333,2024-04-07 03:05:00+00:00,Estadio Ciudad de los Deportes,2023,Clausura,14,Cruz Azul,Monterrey
1031308,2023-08-19 03:00:00+00:00,Estadio Olimpico Universitario,2023,Apertura,4,U.N.A.M. - Pumas,Toluca
974404,2023-03-18 01:00:00+00:00,Estadio Cuauhtemoc,2022,Clausura,12,Puebla,Atlas
864141,2022-07-31 00:05:00+00:00,Estadio Universitario de Nuevo Leon,2022,Apertura,6,Tigres UANL,Club Queretaro
816467,2022-04-24 00:00:00+00:00,Estadio Universitario de Nuevo Leon,2021,Clausura,16,Tigres UANL,Club America
816354,2022-01-23 18:00:00+00:00,Estadio Olimpico de Universitario,2021,Clausura,3,U.N.A.M. - Pumas,Tigres UANL
721815,2021-09-29 00:00:00+00:00,Estadio de Mazatlan,2021,Apertura,11,Mazatlan,FC Juarez
652829,2021-01-26 03:00:00+00:00,Estadio Hidalgo,2020,Clausura,3,Pachuca,Cruz Azul
569762,2020-09-27 02:06:00+00:00,Estadio BBVA Bancomer,2020,Apertura,12,Monterrey,Tigres UANL
864098,2022-07-03 02:05:00+00:00,Estadio Azteca,2022,Apertura,1,Club America,Atlas
143335,2018-02-15 03:06:00+00:00,Estadio Hidalgo (Pachuca de Soto),2017,Clausura,7,Pachuca,Club Tijuana
120159,2018-12-17 00:30:00+00:00,Estadio Azteca,2018,Apertura,Finals,Cruz Azul,Club America
569712,2020-08-25 02:05:00+00:00,Estadio Hidalgo,2020,Apertura,6,Pachuca,Mazatlan
812183,2021-11-21 23:00:00+00:00,Estadio Nemesio Diez,2021,Apertura,Reclasificacion,Toluca,U.N.A.M. - Pumas
1200844,2024-05-27 01:00:00+00:00,Estadio Azteca,2023,Clausura,Final,Club America,Cruz Azul
1206019,2024-07-14 01:05:00+00:00,Estadio Corona,2024,Apertura,2,Santos Laguna,U.N.A.M. - Pumas
120213,2019-02-03 03:06:00+00:00,Estadio Caliente,2018,Clausura,5,Club Tijuana,Toluca
120222,2019-02-10 01:00:00+00:00,Estadio Miguel Hidalgo,2018,Clausura,6,Pachuca,Monarcas
120377,2018-08-23 02:00:00+00:00,Estadio Universitario BUAP,2018,Apertura,6,Lobos Buap,Monterrey
569783,2020-10-19 00:06:00+00:00,Estadio Nuevo Corona,2020,Apertura,14,Santos Laguna,Pachuca
1150273,2024-02-19 02:10:00+00:00,Estadio BBVA,2023,Clausura,7,Monterrey,Toluca
864145,2022-07-31 17:00:00+00:00,Estadio Olimpico de Universitario,2022,Apertura,6,U.N.A.M. - Pumas,Monterrey
816329,2022-01-07 03:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Clausura,1,Atletico San Luis,Pachuca
169184,2019-10-06 02:05:00+00:00,Estadio AKRON,2019,Apertura,13,Guadalajara Chivas,U.N.A.M. - Pumas
1206125,2024-10-27 03:05:00+00:00,Estadio Jalisco,2024,Apertura,14,Atlas,Club Tijuana
721873,2021-11-07 23:00:00+00:00,Estadio Olimpico de Universitario,2021,Apertura,17,U.N.A.M. - Pumas,Cruz Azul
569751,2020-09-19 02:30:00+00:00,Estadio de Mazatlan,2020,Apertura,11,Mazatlan,Cruz Azul
569801,2020-11-01 23:30:00+00:00,Estadio Azteca,2020,Apertura,16,Club America,Tigres UANL
169107,2019-08-17 00:00:00+00:00,Estadio Cuauhtemoc,2019,Apertura,5,Puebla,Pachuca
816447,2022-04-16 00:00:00+00:00,Estadio Victoria de Aguascalientes,2021,Clausura,14,Necaxa,Atletico San Luis
1031334,2023-09-03 03:10:00+00:00,Estadio Azteca,2023,Apertura,7,Cruz Azul,Club America
120229,2019-02-16 23:00:00+00:00,Estadio Azteca,2018,Clausura,7,Cruz Azul,Santos Laguna
864113,2022-07-16 00:00:00+00:00,Estadio Cuauhtemoc,2022,Apertura,3,Puebla,Leon
721724,2021-07-24 02:00:00+00:00,Estadio Olimpico Benito Juarez,2021,Apertura,1,FC Juarez,Toluca
864129,2022-07-25 00:00:00+00:00,Estadio Hidalgo,2022,Apertura,4,Pachuca,U.N.A.M. - Pumas
143620,2017-01-15 01:06:00+00:00,Estadio Miguel Hidalgo,2016,Clausura,2,Pachuca,Jaguares de Chiapas
1150223,2024-01-20 23:00:00+00:00,Estadio Nemesio Diez,2023,Clausura,2,Toluca,Mazatlan
120315,2019-04-28 23:00:00+00:00,Estadio La Corregidora,2018,Clausura,16,Club Queretaro,Veracruz
816397,2022-03-03 01:00:00+00:00,Estadio Jalisco,2021,Clausura,8,Atlas,Pachuca
1206143,2024-11-07 01:00:00+00:00,Estadio Victoria,2024,Apertura,16,Necaxa,Atletico San Luis
169091,2019-08-03 22:00:00+00:00,Estadio La Corregidora,2019,Apertura,3,Club Queretaro,Cruz Azul
1150234,2024-01-28 03:05:00+00:00,Estadio Victoria,2023,Clausura,3,Necaxa,Club America
1206007,2024-07-07 01:00:00+00:00,Estadio Universitario,2024,Apertura,1,Tigres UANL,Necaxa
143720,2017-04-09 02:00:00+00:00,Estadio Victoria,2016,Clausura,13,Necaxa,Tigres UANL
974381,2023-02-26 03:05:00+00:00,Estadio Jalisco,2022,Clausura,9,Atlas,Club America
721824,2021-10-03 22:00:00+00:00,Estadio Azteca,2021,Apertura,12,Club America,U.N.A.M. - Pumas
143469,2017-08-20 02:06:00+00:00,Estadio Akron,2017,Apertura,5,Guadalajara Chivas,Puebla
963837,2022-10-09 02:15:00+00:00,Estadio Azteca,2022,Apertura,Reclasificacion,Cruz Azul,Leon
143251,2018-05-03 00:30:00+00:00,Estadio Olimpico de Universitario (Ciudad de Mexico (D.F.)),2017,Clausura,Quarter-finals,U.N.A.M. - Pumas,Club America
1150324,2024-03-31 03:05:00+00:00,Estadio Olimpico Universitario,2023,Clausura,13,U.N.A.M. - Pumas,Cruz Azul
143659,2017-02-12 23:00:00+00:00,Estadio Victor Manuel Reyna,2016,Clausura,6,Jaguares de Chiapas,Monarcas
652953,2021-05-03 00:06:00+00:00,Estadio Nuevo Corona,2020,Clausura,17,Santos Laguna,Puebla
1150268,2024-02-17 23:00:00+00:00,Estadio Alfonso Lastras Ramirez,2023,Clausura,7,Atletico San Luis,Club Tijuana
1206058,2024-09-14 01:00:00+00:00,Estadio Jalisco,2024,Apertura,7,Atlas,Pachuca
1206118,2024-10-24 03:00:00+00:00,Estadio Leon,2024,Apertura,13,Leon,Atlas
293430,2020-01-18 23:00:00+00:00,Estadio BBVA Bancomer,2019,Clausura,2,Monterrey,Monarcas
864218,2022-09-11 23:05:00+00:00,Estadio Jalisco,2022,Apertura,14,Atlas,Atletico San Luis
143753,2017-05-07 02:00:00+00:00,Estadio Caliente,2016,Clausura,17,Club Tijuana,Veracruz
169207,2019-10-30 01:00:00+00:00,Estadio Luis de la Fuente,2019,Apertura,16,Veracruz,Puebla
816455,2022-04-20 00:00:00+00:00,Estadio Hidalgo,2021,Clausura,15,Pachuca,Puebla
143750,2017-04-30 23:00:00+00:00,Estadio Cuauhtemoc,2016,Clausura,16,Puebla,Necaxa
974327,2023-01-22 03:10:00+00:00,Estadio AKRON,2022,Clausura,3,Guadalajara Chivas,Toluca
569768,2020-10-05 22:00:00+00:00,Estadio Olimpico Benito Juarez,2020,Apertura,13,FC Juarez,Pachuca
816468,2022-04-24 02:00:00+00:00,Estadio AKRON,2021,Clausura,16,Guadalajara Chivas,U.N.A.M. - Pumas
721739,2021-08-03 02:00:00+00:00,Estadio Alfonso Lastras Ramirez,2021,Apertura,2,Atletico San Luis,Club Queretaro
1150305,2024-03-10 01:00:00+00:00,Estadio Hidalgo,2023,Clausura,11,Pachuca,Club Queretaro
973621,2023-01-14 03:05:00+00:00,Estadio Cuauhtemoc,2022,Clausura,2,Puebla,Club Queretaro
974435,2023-04-16 01:05:00+00:00,Estadio Leon,2022,Clausura,15,Leon,Guadalajara Chivas
143888,2016-10-30 01:00:00+00:00,Estadio Universitario (UANL),2016,Apertura,15,Tigres UANL,Monterrey
569695,2020-08-15 02:30:00+00:00,Estadio Cuauhtemoc,2020,Apertura,5,Puebla,Pachuca
143611,2017-01-08 01:06:00+00:00,Estadio Leon,2016,Clausura,1,Leon,Pachuca
143660,2017-02-13 00:00:00+00:00,Estadio TSM Corona,2016,Clausura,6,Santos Laguna,Cruz Azul
569705,2020-08-22 00:30:00+00:00,Estadio Victoria de Aguascalientes,2020,Apertura,6,Necaxa,Santos Laguna
120385,2018-08-26 17:00:00+00:00,Estadio La Corregidora,2018,Apertura,7,Club Queretaro,Lobos Buap
652854,2021-02-14 18:00:00+00:00,Estadio Nemesio Diez,2020,Clausura,6,Toluca,U.N.A.M. - Pumas
864109,2022-07-10 17:00:00+00:00,Estadio Nemesio Diez,2022,Apertura,2,Toluca,Atlas
143756,2017-05-07 02:00:00+00:00,Estadio Azteca,2016,Clausura,17,Club America,Pachuca
1150246,2024-02-01 03:00:00+00:00,Estadio Olimpico Universitario,2023,Clausura,4,U.N.A.M. - Pumas,Necaxa
1150357,2024-04-27 23:06:00+00:00,Estadio Olimpico Benito Juarez,2023,Clausura,17,FC Juarez,Leon
143819,2016-08-28 02:00:00+00:00,Estadio Azteca,2016,Apertura,7,Club America,Guadalajara Chivas
143685,2017-03-05 03:06:00+00:00,Estadio Akron,2016,Clausura,9,Guadalajara Chivas,Toluca
143565,2017-11-05 03:00:00+00:00,Estadio Azteca,2017,Apertura,16,Club America,Puebla
816408,2022-04-08 00:00:00+00:00,Estadio Hidalgo,2021,Clausura,9,Pachuca,Tigres UANL
120192,2019-01-19 23:00:00+00:00,Estadio La Corregidora,2018,Clausura,3,Club Queretaro,Monterrey
721843,2021-10-19 22:00:00+00:00,Estadio La Corregidora,2021,Apertura,14,Club Queretaro,Monterrey
974361,2023-02-15 03:05:00+00:00,Estadio Alfonso Lastras Ramirez,2022,Clausura,7,Atletico San Luis,Club America
293439,2020-01-26 01:00:00+00:00,Estadio Universitario de Nuevo Leon,2019,Clausura,3,Tigres UANL,Atlas
1206098,2024-10-06 03:00:00+00:00,Estadio Leon,2024,Apertura,11,Leon,Club America
143765,2016-07-17 02:00:00+00:00,Estadio Victoria,2016,Apertura,1,Necaxa,Cruz Azul
143739,2017-04-23 02:00:00+00:00,Estadio Victoria,2016,Clausura,15,Necaxa,Monarcas
120457,2018-11-04 18:00:00+00:00,Estadio Olimpico Universitario,2018,Apertura,15,U.N.A.M. - Pumas,Cruz Azul
293450,2020-02-02 01:00:00+00:00,Estadio Hidalgo,2019,Clausura,4,Pachuca,Tigres UANL
143256,2018-05-06 23:00:00+00:00,Estadio Nuevo Corona (Torreon),2017,Clausura,Quarter-finals,Santos Laguna,Tigres UANL
569680,2020-08-08 02:30:00+00:00,Estadio de Mazatlan,2020,Apertura,3,Mazatlan,Toluca
1031397,2023-11-01 03:00:00+00:00,Estadio Leon,2023,Apertura,15,Leon,U.N.A.M. - Pumas
816429,2022-04-03 23:00:00+00:00,Estadio Azteca,2021,Clausura,12,Cruz Azul,Atlas
143752,2017-05-07 00:06:00+00:00,Estadio Leon,2016,Clausura,17,Leon,Cruz Azul
1150338,2024-04-13 03:00:00+00:00,Estadio Victoria,2023,Clausura,15,Necaxa,Santos Laguna
143891,2016-10-30 02:00:00+00:00,Estadio Azteca,2016,Apertura,15,Club America,Santos Laguna
652828,2021-01-25 01:00:00+00:00,Estadio La Corregidora,2020,Clausura,3,Club Queretaro,U.N.A.M. - Pumas
569793,2020-10-27 03:00:00+00:00,Estadio Hidalgo,2020,Apertura,15,Pachuca,U.N.A.M. - Pumas
143475,2017-08-24 00:00:00+00:00,Estadio Azteca,2017,Apertura,6,Club America,Tigres UANL
143828,2016-09-11 02:00:00+00:00,Estadio Victoria,2016,Apertura,8,Necaxa,Santos Laguna
143261,2017-11-30 03:00:00+00:00,Estadio Azteca (Ciudad de Mexico (D.F.)),2017,Apertura,Semi-finals,Club America,Tigres UANL
143711,2017-04-02 01:06:00+00:00,Estadio Miguel Hidalgo,2016,Clausura,12,Pachuca,Puebla
652910,2021-03-22 01:06:00+00:00,Estadio Nuevo Corona,2020,Clausura,12,Santos Laguna,Leon
143655,2017-02-12 01:00:00+00:00,Estadio BBVA Bancomer,2016,Clausura,6,Monterrey,U.N.A.M. - Pumas
143343,2018-02-18 18:00:00+00:00,Estadio Nemesio Diez (Toluca de Lerdo),2017,Clausura,8,Toluca,Santos Laguna
965509,2022-10-14 02:06:00+00:00,Estadio Universitario de Nuevo Leon,2022,Apertura,Quarter-finals,Tigres UANL,Pachuca
1206008,2024-07-07 01:00:00+00:00,Estadio AKRON,2024,Apertura,1,Guadalajara Chivas,Toluca
816436,2022-04-04 00:00:00+00:00,Estadio Nuevo Corona,2021,Clausura,12,Santos Laguna,Pachuca
143706,2017-04-01 03:00:00+00:00,Estadio Luis Pirata Fuente,2016,Clausura,12,Veracruz,Cruz Azul
816355,2022-01-24 01:00:00+00:00,Estadio Nuevo Corona,2021,Clausura,3,Santos Laguna,Necaxa
169120,2019-08-25 00:00:00+00:00,Estadio Hidalgo,2019,Apertura,6,Pachuca,Atlas
169085,2019-07-28 17:00:00+00:00,Estadio Olimpico de Universitario,2019,Apertura,2,U.N.A.M. - Pumas,Necaxa
120380,2018-08-25 22:00:00+00:00,Estadio Miguel Hidalgo,2018,Apertura,7,Pachuca,Puebla
864189,2022-08-28 17:00:00+00:00,Estadio Nemesio Diez,2022,Apertura,11,Toluca,Pachuca
143619,2017-01-15 01:00:00+00:00,Estadio BBVA Bancomer,2016,Clausura,2,Monterrey,Guadalajara Chivas
974389,2023-03-04 23:00:00+00:00,Estadio Leon,2022,Clausura,10,Leon,Atletico San Luis
864194,2022-09-02 02:05:00+00:00,Estadio La Corregidora,2022,Apertura,12,Club Queretaro,Puebla
143506,2017-09-17 23:30:00+00:00,Estadio Luis Pirata Fuente,2017,Apertura,9,Veracruz,Lobos Buap
143504,2017-09-17 02:06:00+00:00,Estadio Akron,2017,Apertura,9,Guadalajara Chivas,U.N.A.M. - Pumas
143388,2018-04-01 17:00:00+00:00,Estadio Olimpico de Universitario (Ciudad de Mexico (D.F.)),2017,Clausura,13,U.N.A.M. - Pumas,Necaxa
1150280,2024-02-25 03:10:00+00:00,Estadio Azteca,2023,Clausura,8,Club America,Cruz Azul
1150326,2024-04-01 01:00:00+00:00,Estadio Victoria,2023,Clausura,13,Necaxa,Leon
143250,2018-05-13 17:00:00+00:00,Estadio Nemesio Diez (Toluca de Lerdo),2017,Clausura,Semi-finals,Toluca,Club Tijuana
293464,2020-02-15 03:00:00+00:00,Estadio Generalisimo Jose Maria Morelos y Pavon,2019,Clausura,6,Monarcas,Club Tijuana
120379,2018-08-25 02:00:00+00:00,Estadio Jalisco,2018,Apertura,7,Atlas,Guadalajara Chivas
1031338,2023-09-16 01:00:00+00:00,Estadio El Encanto,2023,Apertura,8,Mazatlan,Cruz Azul
569786,2020-10-25 02:00:00+00:00,Estadio de Mazatlan,2020,Apertura,15,Mazatlan,Monterrey
120436,2018-10-21 00:00:00+00:00,Estadio Azteca,2018,Apertura,13,Club America,Club Tijuana
143422,2018-04-29 02:00:00+00:00,Estadio Azteca (Ciudad de Mexico (D.F.)),2017,Clausura,17,Club America,Santos Laguna
293418,2020-01-11 03:10:00+00:00,Estadio Caliente,2019,Clausura,1,Club Tijuana,Santos Laguna
143633,2017-01-23 00:00:00+00:00,Estadio Cuauhtemoc,2016,Clausura,3,Puebla,Club Queretaro
1031383,2023-10-22 03:10:00+00:00,Estadio Universitario,2023,Apertura,13,Tigres UANL,Cruz Azul
120170,2018-11-30 03:00:00+00:00,Estadio Universitario (UANL),2018,Apertura,Quarter-finals,Tigres UANL,U.N.A.M. - Pumas
652936,2021-04-19 02:06:00+00:00,Estadio BBVA Bancomer,2020,Clausura,15,Monterrey,Pachuca
